91.216.250.194,27015,ctf_2fort,3,2025-04-05-09:41:26,AU,1
103.62.51.134,27500,ctf_doublecross,2,2025-04-05-09:41:26,AU,1
103.152.197.20,27015,jump_academy2_rc9a,6,2025-04-05-09:41:27,AU,1
65.21.251.230,27019,bhop_floccidrift,1,2025-04-05-09:41:28,FI,1
62.122.214.232,27016,mge_oihguv_sucks_a12,5,2025-04-05-09:41:28,RU,1
46.174.49.50,27225,achievement_idle_trk_v1f,14,2025-04-05-09:41:28,RU,1
46.174.50.37,27204,wc_fhr_village,3,2025-04-05-09:41:28,RU,1
31.28.27.233,27015,ctf_doublecross_snowy,4,2025-04-05-09:41:29,RU,1
46.174.48.11,27232,jb_wip_remake_a5_1,4,2025-04-05-09:41:29,RU,1
93.95.101.238,27017,ctf_2fort,3,2025-04-05-09:41:29,RU,1
95.165.174.98,28043,idle_engineer_m20,8,2025-04-05-09:41:30,RU,1
95.165.174.98,28055,idle_servers_v78,1,2025-04-05-09:41:30,RU,1
45.136.205.51,27015,vsh_cairo_pyramid_v4a,14,2025-04-05-09:41:30,RU,1
62.122.213.119,27015,vsh_kakariko_pb3b,1,2025-04-05-09:41:30,RU,1
46.174.49.50,27240,ach_villains_city_ugl_sunset_a5,5,2025-04-05-09:41:31,RU,1
95.165.174.98,28046,achievement_apg_r16c,7,2025-04-05-09:41:31,RU,1
95.165.174.98,28045,idle_servers_v78,16,2025-04-05-09:41:31,RU,1
95.165.174.98,28054,idle_engineer_c4,2,2025-04-05-09:41:32,RU,1
62.122.214.232,27017,achievement_apg_r16c,1,2025-04-05-09:41:32,RU,1
95.165.174.98,28044,IDLE_industry_v3,1,2025-04-05-09:41:32,RU,1
51.68.138.121,27015,achievement_idle_skbox_v36,1,2025-04-05-09:41:33,PL,1
54.38.205.24,28055,cp_orange_x5_bg_v34,6,2025-04-05-09:41:33,PL,1
54.38.205.24,28045,cp_orange_x5_bg_v34,8,2025-04-05-09:41:33,PL,1
94.23.88.236,27050,vsh_distillery,3,2025-04-05-09:41:34,FR,1
176.213.119.221,27005,zavod_svo_fix,20,2025-04-05-09:41:34,RU,1
176.213.119.221,27006,world_of_korbal,5,2025-04-05-09:41:34,RU,1
176.213.119.221,27007,muhosransk_fix2,9,2025-04-05-09:41:35,RU,1
176.213.119.221,27009,norilsk_nickel_fix,17,2025-04-05-09:41:35,RU,1
176.9.123.229,27020,trade_plaza_2,2,2025-04-05-09:41:35,DE,1
